increase,decrease,delta,direct_change_in_mean_loss,local_slope_per_1pct,mean_loss_slope
wikipedia_en,philpapers,0.002743848675596518,-0.01682731009308165,-0.061327398419387544,-6.132739841938754
wikipedia_en,stackexchange,0.01,0.001845572278894438,0.001845572278894438,0.1845572278894438
wikipedia_en,enron_emails,0.001105516521703113,-0.040678009004016996,-0.36795478136636206,-36.795478136636206
wikipedia_en,gutenberg_pg_19,0.01,-0.0004521708042189218,-0.0004521708042189218,-0.04521708042189218
wikipedia_en,pile_cc,0.01,-0.0002972997977403853,-0.0002972997977403853,-0.02972997977403853
wikipedia_en,ubuntu_irc,0.009799999142002946,0.025927154083506175,0.02645628199331365,2.645628199331365
wikipedia_en,europarl,0.0063685323770157655,-0.01013390098706294,-0.01591245892638704,-1.591245892638704
wikipedia_en,hackernews,0.005825411189054339,-0.005662223390429732,-0.009719869047302225,-0.9719869047302225
wikipedia_en,pubmed_abstracts,0.01,-0.00047974267010865754,-0.00047974267010865754,-0.047974267010865754
wikipedia_en,uspto_backgrounds,0.01,-0.0008058345392260622,-0.0008058345392260622,-0.08058345392260621
dm_mathematics,arxiv,0.01,-0.011178928617109904,-0.011178928617109904,-1.1178928617109904
dm_mathematics,freelaw,0.01,-0.011629266700863967,-0.011629266700863967,-1.1629266700863967
dm_mathematics,nih_exporter,0.002944840108547975,-0.019966568939315057,-0.06780187787227626,-6.780187787227626
dm_mathematics,pubmed_central,0.01,-0.011184729480773169,-0.011184729480773169,-1.1184729480773168
dm_mathematics,wikipedia_en,0.01,-0.010302189399014335,-0.010302189399014335,-1.0302189399014334
dm_mathematics,github,0.01,-0.0112358400932179,-0.0112358400932179,-1.1235840093217901
dm_mathematics,philpapers,0.002743848675596518,-0.020082620213329825,-0.07319142776328154,-7.319142776328153
dm_mathematics,stackexchange,0.01,-0.00862822706972278,-0.00862822706972278,-0.862822706972278
dm_mathematics,enron_emails,0.001105516521703113,-0.042031901288019036,-0.3802014756257684,-38.02014756257684
dm_mathematics,gutenberg_pg_19,0.01,-0.010925970152836174,-0.010925970152836176,-1.0925970152836175
dm_mathematics,pile_cc,0.01,-0.010771099146357876,-0.010771099146357876,-1.0771099146357876
dm_mathematics,ubuntu_irc,0.009799999142002946,0.015630558542388904,0.015949550929444566,1.5949550929444567
dm_mathematics,europarl,0.0063685323770157655,-0.017212683990664265,-0.02702770900998382,-2.702770900998382
dm_mathematics,hackernews,0.005825411189054339,-0.012198246421992263,-0.02093971743129853,-2.093971743129853
dm_mathematics,pubmed_abstracts,0.01,-0.010953542018725875,-0.010953542018725875,-1.0953542018725875
dm_mathematics,uspto_backgrounds,0.01,-0.01127963388784345,-0.01127963388784345,-1.127963388784345
github,arxiv,0.01,9.528496764062037e-05,9.528496764062037e-05,0.009528496764062037
github,freelaw,0.01,-0.00035505311611364694,-0.00035505311611364694,-0.03550531161136469
github,nih_exporter,0.002944840108547975,-0.01623814592594737,-0.055141010470527656,-5.514101047052765
github,pubmed_central,0.01,8.948410397749193e-05,8.948410397749191e-05,0.008948410397749192
github,wikipedia_en,0.01,0.0009720241857361559,0.0009720241857361559,0.09720241857361558
github,dm_mathematics,0.01,0.01703165220808655,0.01703165220808655,1.703165220808655
github,philpapers,0.002743848675596518,-0.016596011062947006,-0.06048442543697859,-6.048442543697859
github,stackexchange,0.01,0.0026459865150276077,0.0026459865150276073,0.26459865150276074
github,enron_emails,0.001105516521703113,-0.04058366553252774,-0.3671013932022131,-36.71013932022131
github,gutenberg_pg_19,0.01,0.0003482434319142823,0.0003482434319142823,0.03482434319142823
github,pile_cc,0.01,0.0005031144383927164,0.0005031144383927164,0.050311443839271636
github,ubuntu_irc,0.009799999142002946,0.026712639317161724,0.027257797608033398,2.7257797608033396
github,europarl,0.0063685323770157655,-0.00961102997160619,-0.015091436146721498,-1.5091436146721497
github,hackernews,0.005825411189054339,-0.005182081129643057,-0.008895648670054284,-0.8895648670054284
github,pubmed_abstracts,0.01,0.00032067156602451244,0.00032067156602451244,0.03206715660245124
github,uspto_backgrounds,0.01,-5.420303092858074e-06,-5.420303092858074e-06,-0.0005420303092858075
philpapers,arxiv,0.01,0.02690586718509936,0.026905867185099356,2.6905867185099357
philpapers,freelaw,0.01,0.02645552910134506,0.02645552910134506,2.645552910134506
philpapers,nih_exporter,0.002944840108547975,-0.005360648814747771,-0.018203530980128387,-1.8203530980128388
philpapers,pubmed_central,0.01,0.026900066321436163,0.02690006632143616,2.690006632143616
philpapers,wikipedia_en,0.01,0.02778260640319493,0.02778260640319493,2.778260640319493
philpapers,dm_mathematics,0.01,0.04384223442554522,0.04384223442554522,4.3842234425545215
philpapers,github,0.01,0.026848955708991366,0.026848955708991366,2.6848955708991364
philpapers,stackexchange,0.01,0.02945656873248635,0.02945656873248635,2.945656873248635
philpapers,enron_emails,0.001105516521703113,-0.03598161100622661,-0.3254732995830296,-32.54732995830296
philpapers,gutenberg_pg_19,0.01,0.027158825649372886,0.027158825649372886,2.7158825649372886
philpapers,pile_cc,0.01,0.02731369665585146,0.027313696655851455,2.7313696655851456
philpapers,ubuntu_irc,0.009799999142002946,0.05317699338055164,0.05426224289411846,5.426224289411846
philpapers,europarl,0.0063685323770157655,0.010128987213272071,0.015904743218120247,1.5904743218120247
philpapers,hackernews,0.005825411189054339,0.013327607869454468,0.02287839851459136,2.287839851459136
philpapers,pubmed_abstracts,0.01,0.02713125378348325,0.027131253783483248,2.713125378348325
philpapers,uspto_backgrounds,0.01,0.026805161914365678,0.026805161914365678,2.680516191436568
stackexchange,arxiv,0.01,-0.0022592912296148624,-0.0022592912296148624,-0.22592912296148623
stackexchange,freelaw,0.01,-0.002709629313369164,-0.0027096293133691642,-0.2709629313369164
stackexchange,nih_exporter,0.002944840108547975,-0.016955560092338083,-0.05757718404853713,-5.757718404853713
stackexchange,pubmed_central,0.01,-0.002265092093278093,-0.002265092093278093,-0.2265092093278093
stackexchange,wikipedia_en,0.01,-0.0013825520115194974,-0.0013825520115194974,-0.13825520115194972
stackexchange,dm_mathematics,0.01,0.014677076010830757,0.014677076010830757,1.4677076010830756
stackexchange,github,0.01,-0.0023162027057228927,-0.0023162027057228927,-0.23162027057228926
stackexchange,philpapers,0.002743848675596518,-0.017265128456890988,-0.06292303438759252,-6.292303438759252
stackexchange,enron_emails,0.001105516521703113,-0.040855479368520416,-0.3695600976236896,-36.95600976236896
stackexchange,gutenberg_pg_19,0.01,-0.002006332765341371,-0.002006332765341371,-0.2006332765341371
stackexchange,pile_cc,0.01,-0.0018514617588628686,-0.0018514617588628686,-0.18514617588628685
stackexchange,ubuntu_irc,0.009799999142002946,0.02440298499135137,0.0249010072733168,2.4901007273316798
stackexchange,europarl,0.0063685323770157655,-0.011136711637543971,-0.017487092752698746,-1.7487092752698747
stackexchange,hackernews,0.005825411189054339,-0.006581324414090018,-0.011297613508306508,-1.1297613508306508
stackexchange,pubmed_abstracts,0.01,-0.0020339046312311407,-0.0020339046312311407,-0.20339046312311407
stackexchange,uspto_backgrounds,0.01,-0.0023599965003485114,-0.0023599965003485114,-0.23599965003485113
enron_emails,arxiv,0.01,0.12002608887222703,0.12002608887222703,12.002608887222703
enron_emails,freelaw,0.01,0.11957575078847259,0.11957575078847259,11.957575078847258
enron_emails,nih_exporter,0.002944840108547975,0.04077344590743491,0.13845724862644324,13.845724862644325
enron_emails,pubmed_central,0.01,0.12002028800856376,0.12002028800856376,12.002028800856376
enron_emails,wikipedia_en,0.01,0.12090282809032246,0.12090282809032246,12.090282809032246
enron_emails,dm_mathematics,0.01,0.13696245611267283,0.13696245611267283,13.696245611267281
enron_emails,github,0.01,0.11996917739611904,0.11996917739611904,11.996917739611904
enron_emails,philpapers,0.002743848675596518,0.03760830562974577,0.13706406612080987,13.706406612080986
enron_emails,stackexchange,0.01,0.12257679041961381,0.1225767904196138,12.25767904196138
enron_emails,gutenberg_pg_19,0.01,0.1202790473365005,0.1202790473365005,12.027904733650049
enron_emails,pile_cc,0.01,0.120433918342979,0.12043391834297901,12.0433918342979
enron_emails,ubuntu_irc,0.009799999142002946,0.14540896238057366,0.148376505215545,14.8376505215545
enron_emails,europarl,0.0063685323770157655,0.08415294068804702,0.13213867137075042,13.213867137075042
enron_emails,hackernews,0.005825411189054339,0.08378898695088662,0.14383360115131788,14.383360115131786
enron_emails,pubmed_abstracts,0.01,0.12025147547061085,0.12025147547061085,12.025147547061085
enron_emails,uspto_backgrounds,0.01,0.11992538360149321,0.11992538360149321,11.992538360149322
gutenberg_pg_19,arxiv,0.01,-0.00010788998694932772,-0.00010788998694932772,-0.010788998694932772
gutenberg_pg_19,freelaw,0.01,-0.0005582280707035609,-0.0005582280707035609,-0.055822807070356084
gutenberg_pg_19,nih_exporter,0.002944840108547975,-0.016306732221377088,-0.055373913762053174,-5.537391376205317
gutenberg_pg_19,pubmed_central,0.01,-0.00011369085061238785,-0.00011369085061238785,-0.011369085061238784
gutenberg_pg_19,wikipedia_en,0.01,0.0007688492311461737,0.0007688492311461737,0.07688492311461737
gutenberg_pg_19,dm_mathematics,0.01,0.016828477253496635,0.016828477253496635,1.6828477253496634
gutenberg_pg_19,github,0.01,-0.00016480146305718736,-0.00016480146305718736,-0.016480146305718736
gutenberg_pg_19,philpapers,0.002743848675596518,-0.016660176070968095,-0.06071827582600247,-6.071827582600247
gutenberg_pg_19,stackexchange,0.01,0.00244281156043766,0.00244281156043766,0.244281156043766
gutenberg_pg_19,enron_emails,0.001105516521703113,-0.040610397802443535,-0.3673432011661014,-36.73432011661014
gutenberg_pg_19,pile_cc,0.01,0.0002999394838028366,0.0002999394838028366,0.029993948380283658
gutenberg_pg_19,ubuntu_irc,0.009799999142002946,0.026512784860268306,0.027053864470899906,2.7053864470899907
gutenberg_pg_19,europarl,0.0063685323770157655,-0.009749653826887425,-0.015309106164042182,-1.530910616404218
gutenberg_pg_19,hackernews,0.005825411189054339,-0.005310227667007172,-0.00911562719724374,-0.911562719724374
gutenberg_pg_19,pubmed_abstracts,0.01,0.00011749661143463268,0.00011749661143463268,0.011749661143463267
gutenberg_pg_19,uspto_backgrounds,0.01,-0.0002085952576829428,-0.0002085952576829428,-0.02085952576829428
pile_cc,arxiv,0.01,-0.0003349354384516104,-0.0003349354384516104,-0.03349354384516104
pile_cc,freelaw,0.01,-0.0007852735222058094,-0.0007852735222058094,-0.07852735222058094
pile_cc,nih_exporter,0.002944840108547975,-0.01636819342868429,-0.055582621892347917,-5.558262189234791
pile_cc,pubmed_central,0.01,-0.0003407363021146705,-0.0003407363021146705,-0.034073630211467046
pile_cc,wikipedia_en,0.01,0.0005418037796439251,0.0005418037796439251,0.05418037796439251
pile_cc,dm_mathematics,0.01,0.016601431801994488,0.016601431801994488,1.6601431801994488
pile_cc,github,0.01,-0.00039184691455947,-0.00039184691455947,-0.039184691455946996
pile_cc,philpapers,0.002743848675596518,-0.01671727479978174,-0.06092637304842394,-6.092637304842394
pile_cc,stackexchange,0.01,0.0022157661089353773,0.0022157661089353773,0.22157661089353772
pile_cc,enron_emails,0.001105516521703113,-0.04063282932183469,-0.36754610649542746,-36.75461064954275
pile_cc,gutenberg_pg_19,0.01,-8.197697417794841e-05,-8.197697417794841e-05,-0.00819769741779484
pile_cc,ubuntu_irc,0.009799999142002946,0.026290717255956466,0.026827264854824374,2.6827264854824375
pile_cc,europarl,0.0063685323770157655,-0.009888689100901349,-0.015527422199484987,-1.5527422199484986
pile_cc,hackernews,0.005825411189054339,-0.005436573469427224,-0.009332514552178357,-0.9332514552178356
pile_cc,pubmed_abstracts,0.01,-0.00010954884006764997,-0.00010954884006764997,-0.010954884006764996
pile_cc,uspto_backgrounds,0.01,-0.00043564070918515716,-0.0004356407091851571,-0.04356407091851571
ubuntu_irc,arxiv,0.01,-0.015872208478663278,-0.015872208478663278,-1.5872208478663277
ubuntu_irc,freelaw,0.01,-0.016322546562417512,-0.016322546562417512,-1.6322546562417513
ubuntu_irc,nih_exporter,0.002944840108547975,-0.02165877993150163,-0.07354823736824549,-7.3548237368245495
ubuntu_irc,pubmed_central,0.01,-0.01587800934232627,-0.01587800934232627,-1.587800934232627
ubuntu_irc,wikipedia_en,0.01,-0.014995469260567777,-0.014995469260567775,-1.4995469260567775
ubuntu_irc,dm_mathematics,0.01,0.0010641587617826486,0.0010641587617826486,0.10641587617826485
ubuntu_irc,github,0.01,-0.015929119954771205,-0.015929119954771205,-1.5929119954771205
ubuntu_irc,philpapers,0.002743848675596518,-0.021669751519182736,-0.07897575297031165,-7.897575297031164
ubuntu_irc,stackexchange,0.01,-0.013321506931276223,-0.013321506931276223,-1.3321506931276224
ubuntu_irc,enron_emails,0.001105516521703113,-0.04270805871720578,-0.38631768841782227,-38.631768841782225
ubuntu_irc,gutenberg_pg_19,0.01,-0.015619250014389515,-0.015619250014389515,-1.5619250014389514
ubuntu_irc,pile_cc,0.01,-0.015464379007911115,-0.015464379007911117,-1.5464379007911115
ubuntu_irc,europarl,0.0063685323770157655,-0.02050881486413262,-0.03220336122989589,-3.220336122989589
ubuntu_irc,hackernews,0.005825411189054339,-0.01526102213933869,-0.026197330358436157,-2.6197330358436157
ubuntu_irc,pubmed_abstracts,0.01,-0.01564682188027932,-0.01564682188027932,-1.564682188027932
ubuntu_irc,uspto_backgrounds,0.01,-0.015972913749396793,-0.015972913749396793,-1.5972913749396793
europarl,arxiv,0.01,0.008519718584396459,0.008519718584396459,0.8519718584396458
europarl,freelaw,0.01,0.008069380500642364,0.008069380500642364,0.8069380500642364
europarl,nih_exporter,0.002944840108547975,-0.01325265019868314,-0.045002953335954395,-4.50029533359544
europarl,pubmed_central,0.01,0.008513917720733365,0.008513917720733365,0.8513917720733365
europarl,wikipedia_en,0.01,0.00939645780249196,0.00939645780249196,0.939645780249196
europarl,dm_mathematics,0.01,0.02545608582484242,0.02545608582484242,2.545608582484242
europarl,github,0.01,0.008462807108288532,0.008462807108288532,0.8462807108288531
europarl,philpapers,0.002743848675596518,-0.01379691823361667,-0.05028308724283853,-5.028308724283853
europarl,stackexchange,0.01,0.011070420131783653,0.011070420131783651,1.1070420131783651
europarl,enron_emails,0.001105516521703113,-0.03939407459468945,-0.3563408942455294,-35.63408942455294
europarl,gutenberg_pg_19,0.01,0.008772677048670087,0.008772677048670087,0.8772677048670087
europarl,pile_cc,0.01,0.008927548055148659,0.008927548055148659,0.8927548055148659
europarl,ubuntu_irc,0.009799999142002946,0.03500611087591459,0.03572052442931129,3.572052442931129
europarl,hackernews,0.005825411189054339,0.0002553418983334191,0.0004383242487898433,0.04383242487898433
europarl,pubmed_abstracts,0.01,0.00874510518278059,0.00874510518278059,0.874510518278059
europarl,uspto_backgrounds,0.01,0.008419013313662948,0.008419013313662948,0.8419013313662947
hackernews,arxiv,0.01,0.005046607348922918,0.005046607348922918,0.5046607348922918
hackernews,freelaw,0.01,0.004596269265168617,0.004596269265168617,0.4596269265168617
hackernews,nih_exporter,0.002944840108547975,-0.014472282493414035,-0.04914454421958395,-4.9144544219583945
hackernews,pubmed_central,0.01,0.005040806485259756,0.005040806485259756,0.5040806485259756
hackernews,wikipedia_en,0.01,0.0059233465670184195,0.0059233465670184195,0.5923346567018419
hackernews,dm_mathematics,0.01,0.021982974589368844,0.021982974589368844,2.198297458936884
hackernews,github,0.01,0.004989695872814854,0.004989695872814854,0.4989695872814854
hackernews,philpapers,0.002743848675596518,-0.01493991704202502,-0.05444876452152395,-5.444876452152395
hackernews,stackexchange,0.01,0.007597308896309838,0.007597308896309838,0.7597308896309838
hackernews,enron_emails,0.001105516521703113,-0.039877895972897065,-0.360717322536825,-36.0717322536825
hackernews,gutenberg_pg_19,0.01,0.0052995658131962725,0.0052995658131962725,0.5299565813196272
hackernews,pile_cc,0.01,0.0054544368196750145,0.0054544368196750145,0.5454436819675015
hackernews,ubuntu_irc,0.009799999142002946,0.031587516405731576,0.0322321624196343,3.22321624196343
hackernews,europarl,0.0063685323770157655,-0.006158553598132093,-0.00967028701990824,-0.967028701990824
hackernews,pubmed_abstracts,0.01,0.005271993947306947,0.005271993947306948,0.5271993947306948
hackernews,uspto_backgrounds,0.01,0.004945902078189303,0.004945902078189303,0.4945902078189303
pubmed_abstracts,arxiv,0.01,-0.00012351968477525716,-0.00012351968477525716,-0.012351968477525717
pubmed_abstracts,freelaw,0.01,-0.0005738577685295587,-0.0005738577685295587,-0.057385776852955865
pubmed_abstracts,nih_exporter,0.002944840108547975,-0.016308151098395667,-0.05537873194221331,-5.537873194221331
pubmed_abstracts,pubmed_central,0.01,-0.00012932054843852223,-0.00012932054843852223,-0.012932054843852223
pubmed_abstracts,wikipedia_en,0.01,0.0007532195333202443,0.0007532195333202442,0.07532195333202442
pubmed_abstracts,dm_mathematics,0.01,0.01681284755567067,0.01681284755567067,1.6812847555670671
pubmed_abstracts,github,0.01,-0.00018043116088325344,-0.00018043116088325346,-0.018043116088325345
pubmed_abstracts,philpapers,0.002743848675596518,-0.016661398998256523,-0.06072273280389379,-6.072273280389379
pubmed_abstracts,stackexchange,0.01,0.002427181862611799,0.002427181862611799,0.24271818626117989
pubmed_abstracts,enron_emails,0.001105516521703113,-0.040610550688463073,-0.36734458410354776,-36.734458410354776
pubmed_abstracts,gutenberg_pg_19,0.01,0.00012943877949826816,0.00012943877949826816,0.012943877949826816
pubmed_abstracts,pile_cc,0.01,0.00028430978597690715,0.00028430978597690715,0.028430978597690715
pubmed_abstracts,ubuntu_irc,0.009799999142002946,0.02649772512183433,0.027038497389519835,2.7038497389519836
pubmed_abstracts,europarl,0.0063685323770157655,-0.009756333092295639,-0.015319594083413242,-1.5319594083413242
pubmed_abstracts,hackernews,0.005825411189054339,-0.00531584680013732,-0.009125273096816813,-0.9125273096816813
pubmed_abstracts,uspto_backgrounds,0.01,-0.00022422495550880392,-0.00022422495550880392,-0.02242249555088039
uspto_backgrounds,arxiv,0.01,0.00015037263606186248,0.00015037263606186248,0.015037263606186247
uspto_backgrounds,freelaw,0.01,-0.00029996544769223405,-0.00029996544769223405,-0.029996544769223404
uspto_backgrounds,nih_exporter,0.002944840108547975,-0.01622283044106442,-0.055089002604842556,-5.508900260484255
uspto_backgrounds,pubmed_central,0.01,0.00014457177239866572,0.00014457177239866572,0.014457177239866571
uspto_backgrounds,wikipedia_en,0.01,0.0010271118541573638,0.0010271118541573638,0.10271118541573637
uspto_backgrounds,dm_mathematics,0.01,0.017086739876507825,0.017086739876507825,1.7086739876507824
uspto_backgrounds,github,0.01,9.34611599538662e-05,9.34611599538662e-05,0.009346115995386619
uspto_backgrounds,philpapers,0.002743848675596518,-0.016581768273437405,-0.06043251736480145,-6.043251736480145
uspto_backgrounds,stackexchange,0.01,0.0027010741834488502,0.0027010741834488502,0.270107418344885
uspto_backgrounds,enron_emails,0.001105516521703113,-0.0405780200187014,-0.3670503264500162,-36.705032645001616
uspto_backgrounds,gutenberg_pg_19,0.01,0.0004033311003356269,0.00040333110033562684,0.040333110033562686
uspto_backgrounds,pile_cc,0.01,0.0005582021068139584,0.0005582021068139584,0.055820210681395845
uspto_backgrounds,ubuntu_irc,0.009799999142002946,0.026766549823294603,0.02731280833339338,2.731280833339338
uspto_backgrounds,europarl,0.0063685323770157655,-0.009576894326725526,-0.015037835657849273,-1.5037835657849272
uspto_backgrounds,hackernews,0.005825411189054339,-0.005150996247662063,-0.008842287832557695,-0.8842287832557695
uspto_backgrounds,pubmed_abstracts,0.01,0.0003757592344458912,0.0003757592344458912,0.03757592344458912
