dataset,family,validation_domain,rmse,mae,bias,spearman
train_nested_oof,ilr_ridge,pile_cc,0.14104079953781087,0.10618165913174893,-0.0017096786673430255,0.9063396755301496
train_nested_oof,ilr_ridge,ubuntu_irc,0.46110043381798704,0.34814425238800506,-0.004374474569231495,0.8732167712374546
train_nested_oof,ilr_ridge,hackernews,0.17980271444408508,0.13568468631393898,-6.681360084377294e-05,0.8661247153271306
train_nested_oof,ilr_ridge,pubmed_abstracts,0.23810607551213459,0.17868140463507926,0.0012243466029109255,0.9301865715945113
train_nested_oof,ilr_ridge,uspto_backgrounds,0.18122695633986016,0.1377351502291197,0.00018933234414697693,0.9327908276684862
train_nested_oof,alr_pls,arxiv,0.6156092986541857,0.4440004343165155,-0.008566865568735822,0.8527468786120551
train_nested_oof,alr_pls,freelaw,0.5166541517161972,0.42093705982209245,0.010801671641618335,0.7572990338288644
train_nested_oof,alr_pls,pubmed_central,0.548945995971221,0.4396537280683598,0.023689529070711556,0.7873561615225277
train_nested_oof,alr_pls,wikipedia_en,0.4913113873875962,0.4055207172097747,-0.006944216365309598,0.3909683240635836
train_nested_oof,alr_pls,dm_mathematics,0.8515973063501465,0.7045013685015538,-0.002564714788667608,0.8279633515867295
train_nested_oof,alr_pls,github,0.6030260417303944,0.45582726370286786,0.007084907015671313,0.8651201348119157
train_nested_oof,alr_pls,stackexchange,0.5310940425085043,0.41351349040694274,-0.006646326194179233,0.7469103516496721
train_nested_oof,alr_pls,gutenberg_pg_19,0.38632558723111754,0.31144564839148553,-0.010962113682305876,0.454527532444124
train_nested_oof,alr_pls,pile_cc,0.21292612774943845,0.1661974244266029,-0.011520625834121657,0.7646563612226914
train_nested_oof,alr_pls,ubuntu_irc,0.7159160841665193,0.5816842570909645,-0.004965216366589718,0.7143273780913472
train_nested_oof,alr_pls,hackernews,0.3186308851586294,0.25641570303104555,-0.010171790834330638,0.33062509655989286
train_nested_oof,alr_pls,pubmed_abstracts,0.4669803139773652,0.35642445494464114,0.0014783365050516032,0.6218063709502065
train_nested_oof,alr_pls,uspto_backgrounds,0.4839131343603188,0.3946474575094976,0.006317546339045674,0.4355240090809215
train_nested_oof,clr_spline,arxiv,0.40329445456868956,0.3001859065929051,0.0031730200177703697,0.9528197634497203
train_nested_oof,clr_spline,freelaw,0.15947880028693776,0.12307414618170369,0.002546854158331768,0.9826452368077729
train_nested_oof,clr_spline,pubmed_central,0.22093025294359153,0.16763082673713478,0.0028074718220644154,0.968344090820659
train_nested_oof,clr_spline,wikipedia_en,0.13719484673110255,0.10287654549170151,0.0012262007198658251,0.976087836600634
train_nested_oof,clr_spline,dm_mathematics,0.40162135556112655,0.2959912858305824,0.003095747032913482,0.9128513886027856
train_nested_oof,clr_spline,github,0.3910006118936931,0.29715780330749275,0.002219489129128588,0.9586020917018573
train_nested_oof,clr_spline,stackexchange,0.2839322761954762,0.21769093314739765,0.0029033843326914666,0.9609965088234285
train_nested_oof,clr_spline,gutenberg_pg_19,0.15713639231323823,0.11704964160502951,0.0008048829096721812,0.9543969977741157
train_nested_oof,clr_spline,pile_cc,0.08791366604008148,0.06692212683429954,0.00195905844219562,0.9685349754237191
train_nested_oof,clr_spline,ubuntu_irc,0.26749231493189213,0.20171685394144384,0.006445855768327933,0.9514476294903927
train_nested_oof,clr_spline,hackernews,0.11178938244202935,0.08428232599300042,0.002793408668767568,0.9596114108044084
train_nested_oof,clr_spline,pubmed_abstracts,0.21158722599828597,0.15433065253630837,-0.0036198778624773782,0.95501328234971
train_nested_oof,clr_spline,uspto_backgrounds,0.12343561744431387,0.08987557178058297,-0.001485798478769066,0.9661450286675595
test_1m,v2_champion,arxiv,0.30458787773706575,0.2421797633115635,0.09418331666745369,0.9402537766079192
test_1m,v2_champion,freelaw,0.20848865703982952,0.16276913323720307,0.03850010960468838,0.9660048065918974
test_1m,v2_champion,pubmed_central,0.2528186648885988,0.20268333164347785,0.061919242449578096,0.9576891165026321
test_1m,v2_champion,wikipedia_en,0.15459963111101882,0.12124644052855063,0.031703756315392725,0.966869563973449
test_1m,v2_champion,dm_mathematics,0.5721194943838119,0.45875317403561094,0.03670778561564131,0.8928473334859234
test_1m,v2_champion,github,0.3107365185395603,0.23706802726829196,0.08393591854071525,0.9531929503318836
test_1m,v2_champion,stackexchange,0.22763485492132549,0.17376031134565117,0.05804625695847013,0.9573851281757838
test_1m,v2_champion,gutenberg_pg_19,0.14853525940332585,0.11322551325102309,0.020666621824239315,0.9596282043945981
test_1m,v2_champion,pile_cc,0.11013549945522644,0.08570894035188907,0.02146845447840302,0.9533302815289539
test_1m,v2_champion,ubuntu_irc,0.3802178908628179,0.3004163524788326,0.0818606756740739,0.8888790341039137
test_1m,v2_champion,hackernews,0.13696120517389612,0.10768859516426607,0.019103094106079063,0.9254835202563515
test_1m,v2_champion,pubmed_abstracts,0.18161106263335236,0.14469213771153452,0.03637480811338788,0.959977254520485
test_1m,v2_champion,uspto_backgrounds,0.13676414389601343,0.10624594935057129,0.018233264493045923,0.9663767452506292
test_1m,alr_elasticnet,arxiv,0.2842888932132198,0.22371605243483383,0.08329724839191048,0.9500886930647744
test_1m,alr_elasticnet,freelaw,0.19633600254706468,0.1515748955323927,0.03359433956058076,0.970362926298924
test_1m,alr_elasticnet,pubmed_central,0.23541822199961113,0.1873304449081823,0.06066691456895807,0.9614478427557792
test_1m,alr_elasticnet,wikipedia_en,0.14859140456389297,0.11699833173057173,0.029089909431890038,0.9699244678416112
test_1m,alr_elasticnet,dm_mathematics,0.5348440740196881,0.4306537498567681,0.03406216451362365,0.8994835774776835
test_1m,alr_elasticnet,github,0.29473151709698886,0.22857141734129036,0.07221013847929882,0.95775921263447
test_1m,alr_elasticnet,stackexchange,0.22121344950932745,0.17116642380347896,0.05199719034474555,0.9584859235523001
test_1m,alr_elasticnet,gutenberg_pg_19,0.14774256320396162,0.1097501975699125,0.023841917356629893,0.9631151293202104
test_1m,alr_elasticnet,pile_cc,0.10615342442816265,0.08233139438652665,0.021188784857379392,0.9573164625772488
test_1m,alr_elasticnet,ubuntu_irc,0.3467465791019385,0.2713455267579831,0.07582246566246986,0.8939052128633552
test_1m,alr_elasticnet,hackernews,0.1354748562354468,0.10664405365057399,0.02115454679387365,0.9302743762874797
test_1m,alr_elasticnet,pubmed_abstracts,0.18172321930626975,0.14295016105052383,0.03820184769678467,0.9625808251316088
test_1m,alr_elasticnet,uspto_backgrounds,0.13249884050157276,0.10195114035647598,0.02182401361855357,0.9668295090409703
test_1m,ilr_ridge,arxiv,0.3164522334719213,0.25270867457630397,0.07757632839674897,0.9377410448615241
test_1m,ilr_ridge,freelaw,0.2123189465165999,0.16666183889898667,0.03329461929277781,0.96337405584802
test_1m,ilr_ridge,pubmed_central,0.26435768389719716,0.2135301824467736,0.05035803287729411,0.950456340123598
test_1m,ilr_ridge,wikipedia_en,0.1581490912951245,0.12773541901069663,0.02803234659129231,0.9632159819180589
test_1m,ilr_ridge,dm_mathematics,0.5960988775695072,0.462580240237376,0.012979749703815126,0.888017853055619
test_1m,ilr_ridge,github,0.32847581495500516,0.25477629279761066,0.07191695634220951,0.943343013275349
test_1m,ilr_ridge,stackexchange,0.24067357100739747,0.18443746094834312,0.04795113982323783,0.9495629720759898
test_1m,ilr_ridge,gutenberg_pg_19,0.15767554042146362,0.12179056190120573,0.01775504821017593,0.9518668459601739
test_1m,ilr_ridge,pile_cc,0.11464974260929188,0.09108259342101577,0.018412214426530932,0.942695696955825
test_1m,ilr_ridge,ubuntu_irc,0.4011717283364968,0.30940814391092053,0.07348312435014334,0.8818000400549324
test_1m,ilr_ridge,hackernews,0.14334366188914388,0.1112599106671586,0.0165683241944263,0.9180018310826275
test_1m,ilr_ridge,pubmed_abstracts,0.18727542158923458,0.1534026029720554,0.030482475496066235,0.9529411764705882
test_1m,ilr_ridge,uspto_backgrounds,0.139551753403274,0.10941776368223277,0.014887798540088728,0.9634470130464635
test_1m,alr_pls,arxiv,0.46275753780647444,0.3611922638278019,0.11468991261081454,0.8489864671549553
test_1m,alr_pls,freelaw,0.4549919846273712,0.3686986705885289,0.029297248685530814,0.793845130464637
test_1m,alr_pls,pubmed_central,0.5870856022465447,0.4820037187891936,0.10174757827613731,0.7395850022888532
test_1m,alr_pls,wikipedia_en,0.492315635819549,0.4000457326132718,0.02610835911938426,0.48197027351796745
test_1m,alr_pls,dm_mathematics,0.708138847371919,0.5733863506869068,0.05134801282672995,0.8661185339894711
test_1m,alr_pls,github,0.502685745889253,0.4020926489931198,0.0844267495345779,0.8714723048752573
test_1m,alr_pls,stackexchange,0.44636606981932553,0.3587410186278028,0.026799602103585566,0.7577270256351567
test_1m,alr_pls,gutenberg_pg_19,0.3934781832966225,0.3196660567853158,0.03825616167853335,0.46361223964293885
test_1m,alr_pls,pile_cc,0.18448154630922908,0.14563159203084147,0.01937168153871536,0.8425848306248569
test_1m,alr_pls,ubuntu_irc,0.611978654536917,0.4750021726796246,0.09598857474086198,0.7828564888990615
test_1m,alr_pls,hackernews,0.30710835926988916,0.25988551880787364,0.013717688771664675,0.34848792629892417
test_1m,alr_pls,pubmed_abstracts,0.42332953175939636,0.3287603667488769,0.05325740784781441,0.7139190890363927
test_1m,alr_pls,uspto_backgrounds,0.4530556768813664,0.35725888586712884,0.03219827498297456,0.4792944609750514
test_1m,clr_spline,arxiv,0.29915370405175085,0.2406211712483614,0.06663115964823431,0.9583078221560997
test_1m,clr_spline,freelaw,0.14404475838988132,0.1081261672862021,0.004954505818296756,0.9860909246967268
test_1m,clr_spline,pubmed_central,0.15655389608630452,0.12248294664432578,0.04004562161368196,0.9792272259098189
test_1m,clr_spline,wikipedia_en,0.12793539607999324,0.09758652301448988,0.0015492500198724737,0.9825124456397344
test_1m,clr_spline,dm_mathematics,0.3518166531572163,0.2633760849122737,-0.0232838477698279,0.9224371995880062
test_1m,clr_spline,github,0.31066477621639843,0.24795885556076114,0.014238847890074322,0.9555855172808422
test_1m,clr_spline,stackexchange,0.2445995682271145,0.19336127953480237,0.0037789010891095733,0.9581061169604027
test_1m,clr_spline,gutenberg_pg_19,0.13399737417934257,0.09933423979170666,0.002264688650171577,0.9689509899290454
test_1m,clr_spline,pile_cc,0.08546142592389581,0.06422274782736685,0.003663615240967439,0.970666199359121
test_1m,clr_spline,ubuntu_irc,0.2275415605641703,0.17179701228068334,0.031455918625733825,0.9515642881666284
test_1m,clr_spline,hackernews,0.09748158591273998,0.07505856478515606,0.0007102419272425331,0.9706247138933393
test_1m,clr_spline,pubmed_abstracts,0.18457304234952557,0.1407840111795064,0.00021586495040201714,0.9623419260700388
test_1m,clr_spline,uspto_backgrounds,0.10736249781985702,0.08265307182252017,0.007123154707516552,0.9732204165712977
test_60m,v2_champion,arxiv,1.7288176448361698,1.6877827525407834,1.6877827525407834,0.940248054474708
test_60m,v2_champion,freelaw,1.3966730555924785,1.3815467058784683,1.3815467058784683,0.9639090753032731
test_60m,v2_champion,pubmed_central,1.7529498521962368,1.7257499483679497,1.7257499483679497,0.9529933909361409
test_60m,v2_champion,wikipedia_en,1.3923967374658208,1.3840146745869344,1.3840146745869344,0.961282616159304
test_60m,v2_champion,dm_mathematics,1.5658683899041175,1.3758029121715891,1.3377438780683462,0.896289196612497
test_60m,v2_champion,github,2.5531254801579184,2.5235406041825406,2.5235406041825406,0.9511365587090866
test_60m,v2_champion,stackexchange,1.6983554787957442,1.6812033921694014,1.6812033921694014,0.954358834973678
test_60m,v2_champion,gutenberg_pg_19,0.9993788384954307,0.9895264452448831,0.9895264452448831,0.9557550354772256
test_60m,v2_champion,pile_cc,1.0926087414860033,1.0863713207376202,1.0863713207376202,0.9429388876173036
test_60m,v2_champion,ubuntu_irc,2.0502989940523166,2.008312074665122,2.008312074665122,0.8831111238269626
test_60m,v2_champion,hackernews,1.0045465954739012,0.9954471076927194,0.9954471076927194,0.9156314373998626
test_60m,v2_champion,pubmed_abstracts,1.3901905326561275,1.3786381937668837,1.3786381937668837,0.9572148947127487
test_60m,v2_champion,uspto_backgrounds,1.4020909160299089,1.3946464598870254,1.3946464598870254,0.9561162451361865
test_60m,alr_elasticnet,arxiv,1.7164428510220753,1.67689668426524,1.67689668426524,0.9507789253833828
test_60m,alr_elasticnet,freelaw,1.3909696835421033,1.3766409358343608,1.3766409358343608,0.9679639219501028
test_60m,alr_elasticnet,pubmed_central,1.7519996665904216,1.7244976204873297,1.7244976204873297,0.9556928072785534
test_60m,alr_elasticnet,wikipedia_en,1.3895100976008907,1.3814008277034318,1.3814008277034318,0.9642624170290685
test_60m,alr_elasticnet,dm_mathematics,1.5690343400222564,1.3725925754518942,1.3350982569663286,0.9034561684596014
test_60m,alr_elasticnet,github,2.5410145119042737,2.511814824121124,2.511814824121124,0.9553037022201877
test_60m,alr_elasticnet,stackexchange,1.6921111870878045,1.6751543255556767,1.6751543255556767,0.9560354200045776
test_60m,alr_elasticnet,gutenberg_pg_19,1.0018177825459895,0.9927017407772737,0.9927017407772737,0.9598563744563972
test_60m,alr_elasticnet,pile_cc,1.0920087375782643,1.0860916511165966,1.0860916511165966,0.9455696383611809
test_60m,alr_elasticnet,ubuntu_irc,2.044982687874669,2.0022738646535183,2.0022738646535183,0.8856438830395971
test_60m,alr_elasticnet,hackernews,1.0063215518068784,0.9974985603805141,0.9974985603805141,0.9203493362325473
test_60m,alr_elasticnet,pubmed_abstracts,1.3918158625482964,1.3804652333502805,1.3804652333502805,0.9601381895170519
test_60m,alr_elasticnet,uspto_backgrounds,1.4051999099625045,1.398237209012533,1.398237209012533,0.9566512645914395
test_60m,ilr_ridge,arxiv,1.7182642097004703,1.6711757642700786,1.6711757642700786,0.9369306477454793
test_60m,ilr_ridge,freelaw,1.393728047375016,1.3763412155665578,1.3763412155665578,0.9614049267566948
test_60m,ilr_ridge,pubmed_central,1.7474258602197186,1.7141887387956658,1.7141887387956658,0.946622510872053
test_60m,ilr_ridge,wikipedia_en,1.3897100757218324,1.3803432648628338,1.3803432648628338,0.9583686198214693
test_60m,ilr_ridge,dm_mathematics,1.5919532443209974,1.3775523559018656,1.31401584215652,0.8887467097734034
test_60m,ilr_ridge,github,2.54674321991842,2.511521641984035,2.511521641984035,0.9400985637445637
test_60m,ilr_ridge,stackexchange,1.692119601844902,1.671108275034169,1.671108275034169,0.946091067750057
test_60m,ilr_ridge,gutenberg_pg_19,0.9988117507940127,0.9866148716308198,0.9866148716308198,0.9485472934309909
test_60m,ilr_ridge,pile_cc,1.0901252048871872,1.083315080685748,1.083315080685748,0.9336618791485465
test_60m,ilr_ridge,ubuntu_irc,2.053667811852559,1.9999345233411918,1.9999345233411918,0.8801935511558707
test_60m,ilr_ridge,hackernews,1.0033298665526504,0.9929123377810667,0.9929123377810667,0.9091868848706797
test_60m,ilr_ridge,pubmed_abstracts,1.3860075356849189,1.372745861149562,1.372745861149562,0.9492596990157928
test_60m,ilr_ridge,uspto_backgrounds,1.4000293182931307,1.3913009939340681,1.3913009939340681,0.9540219443808652
test_60m,alr_pls,arxiv,1.7633643528661513,1.7082893484841442,1.7082893484841442,0.851298924238956
test_60m,alr_pls,freelaw,1.4319442512551208,1.3723438449593106,1.3723438449593106,0.7872768368047607
test_60m,alr_pls,pubmed_central,1.8155549804271753,1.765578284194509,1.765578284194509,0.7524226081483175
test_60m,alr_pls,wikipedia_en,1.4508774105795341,1.3784192773909258,1.3784192773909258,0.4686934939345387
test_60m,alr_pls,dm_mathematics,1.5576361683842073,1.3976449731460177,1.352384105279435,0.8717362382696268
test_60m,alr_pls,github,2.566705800211846,2.524031435176403,2.524031435176403,0.8793709945067519
test_60m,alr_pls,stackexchange,1.6961412045104394,1.649956737314517,1.649956737314517,0.7607361524376286
test_60m,alr_pls,gutenberg_pg_19,1.0635323172975877,1.007115985099177,1.007115985099177,0.45191405355916675
test_60m,alr_pls,pile_cc,1.0997459135997822,1.0842745477979328,1.0842745477979328,0.8292515449759669
test_60m,alr_pls,ubuntu_irc,2.0897253471157264,2.0224399737319105,2.0224399737319105,0.7785298409246966
test_60m,alr_pls,hackernews,1.0288708831622282,0.990061702358305,0.990061702358305,0.3549231803616388
test_60m,alr_pls,pubmed_abstracts,1.4523146411287986,1.3955207935013103,1.3955207935013103,0.7120779926756694
test_60m,alr_pls,uspto_backgrounds,1.461832563803914,1.4086114703769541,1.4086114703769541,0.4783267051956969
test_60m,clr_spline,arxiv,1.7034671079027612,1.660230595521564,1.660230595521564,0.9644362268253603
test_60m,clr_spline,freelaw,1.3593187585722604,1.3480011020920766,1.3480011020920766,0.9846560997940029
test_60m,clr_spline,pubmed_central,1.7348097323636538,1.7038763275320536,1.7038763275320536,0.9719486724650949
test_60m,clr_spline,wikipedia_en,1.3604465132018382,1.353860168291414,1.353860168291414,0.9794210631723504
test_60m,clr_spline,dm_mathematics,1.5356662568505772,1.2995566129116307,1.277752244682877,0.918945267795834
test_60m,clr_spline,github,2.485933968390557,2.4538435335318995,2.4538435335318995,0.9513840409704736
test_60m,clr_spline,stackexchange,1.6490794584218806,1.626936036300041,1.626936036300041,0.957236352712291
test_60m,clr_spline,gutenberg_pg_19,0.9806737362559169,0.9711245120708154,0.9711245120708154,0.9642652780956739
test_60m,clr_spline,pile_cc,1.072591058870558,1.0685664815001845,1.0685664815001845,0.9626451991302356
test_60m,clr_spline,ubuntu_irc,1.9956986294962853,1.957907317616782,1.957907317616782,0.9355365930418859
test_60m,clr_spline,hackernews,0.9832467383611735,0.9770542555138828,0.9770542555138828,0.9634598878461887
test_60m,clr_spline,pubmed_abstracts,1.3545659902794194,1.3424792506038978,1.3424792506038978,0.9627868219272144
test_60m,clr_spline,uspto_backgrounds,1.3891415657169996,1.3835363501014961,1.3835363501014961,0.9701876859693291
test_1B,v2_champion,arxiv,2.164819269078688,2.1500142513615925,2.1500142513615925,0.7660714285714285
test_1B,v2_champion,freelaw,2.6475923030382296,2.6404497047296385,2.6404497047296385,0.9195970695970695
test_1B,v2_champion,pubmed_central,2.3618666377801736,2.354481870532074,2.354481870532074,0.7862637362637362
test_1B,v2_champion,wikipedia_en,2.8901516980738773,2.8871663253240527,2.8871663253240527,0.955448717948718
test_1B,v2_champion,dm_mathematics,2.3106728350407946,1.9158773382272207,1.8942498060343815,0.9301739926739926
test_1B,v2_champion,github,3.278835847870225,3.2636801311039636,3.2636801311039636,0.8749084249084248
test_1B,v2_champion,stackexchange,2.772809561605558,2.762234346632223,2.762234346632223,0.9050824175824175
test_1B,v2_champion,gutenberg_pg_19,2.434462716350894,2.4321842247355656,2.4321842247355656,0.9055860805860804
test_1B,v2_champion,pile_cc,2.4563641111658323,2.4553745674186462,2.4553745674186462,0.8110805860805859
test_1B,v2_champion,ubuntu_irc,3.955854321675384,3.9098375874036364,3.9098375874036364,0.8739010989010989
test_1B,v2_champion,hackernews,2.1514518233156643,2.1493868581725293,2.1493868581725293,0.8338369963369963
test_1B,v2_champion,pubmed_abstracts,2.63635823680473,2.632807507522064,2.632807507522064,0.8816391941391939
test_1B,v2_champion,uspto_backgrounds,2.5147529372265707,2.5096195542546225,2.5096195542546225,0.9530677655677654
test_1B,alr_elasticnet,arxiv,2.1883928500365952,2.177654302404542,2.177654302404542,0.7723443223443223
test_1B,alr_elasticnet,freelaw,2.6663969112658017,2.6611384679285934,2.6611384679285934,0.9233058608058606
test_1B,alr_elasticnet,pubmed_central,2.382771404241209,2.3772495891465457,2.3772495891465457,0.8358974358974358
test_1B,alr_elasticnet,wikipedia_en,2.8819941553483397,2.8798774231238244,2.8798774231238244,0.9624999999999999
test_1B,alr_elasticnet,dm_mathematics,2.245769324451828,1.8817810096376102,1.876755541551522,0.9351190476190474
test_1B,alr_elasticnet,github,3.3192677810300593,3.3077777511448154,3.3077777511448154,0.8904761904761903
test_1B,alr_elasticnet,stackexchange,2.78182589282734,2.7744616611731674,2.7744616611731674,0.9058150183150182
test_1B,alr_elasticnet,gutenberg_pg_19,2.4039573114705006,2.4019512716127833,2.4019512716127833,0.9204670329670329
test_1B,alr_elasticnet,pile_cc,2.439989874034522,2.4391468226481656,2.4391468226481656,0.8371336996336997
test_1B,alr_elasticnet,ubuntu_irc,3.854400227692814,3.819341928855254,3.819341928855254,0.8902930402930401
test_1B,alr_elasticnet,hackernews,2.124115471871366,2.1223376206496827,2.1223376206496827,0.8573717948717948
test_1B,alr_elasticnet,pubmed_abstracts,2.6273884198245114,2.6248715188128093,2.6248715188128093,0.8853021978021977
test_1B,alr_elasticnet,uspto_backgrounds,2.5085800329563392,2.5046728320123037,2.5046728320123037,0.9640109890109889
test_1B,ilr_ridge,arxiv,2.2108667549736847,2.196854626174292,2.196854626174292,0.6916666666666667
test_1B,ilr_ridge,freelaw,2.604840969514925,2.5976041480664636,2.5976041480664636,0.9173076923076923
test_1B,ilr_ridge,pubmed_central,2.3538754839612395,2.3446169000960233,2.3446169000960233,0.7508241758241757
test_1B,ilr_ridge,wikipedia_en,2.856612590495636,2.8532731648292673,2.8532731648292673,0.9401098901098899
test_1B,ilr_ridge,dm_mathematics,2.254988525596896,1.8593666095853014,1.82590759399881,0.9172619047619047
test_1B,ilr_ridge,github,3.216947195228599,3.2030043691631302,3.2030043691631302,0.8510531135531135
test_1B,ilr_ridge,stackexchange,2.735688819050187,2.725953136849221,2.725953136849221,0.8959706959706959
test_1B,ilr_ridge,gutenberg_pg_19,2.3813723966543487,2.3780232510009762,2.3780232510009762,0.8427197802197801
test_1B,ilr_ridge,pile_cc,2.415262837203699,2.41419978292433,2.41419978292433,0.8157509157509156
test_1B,ilr_ridge,ubuntu_irc,3.827456278776423,3.786494233779098,3.786494233779098,0.858058608058608
test_1B,ilr_ridge,hackernews,2.096188200401311,2.09357887700503,2.09357887700503,0.7972069597069595
test_1B,ilr_ridge,pubmed_abstracts,2.598575820933334,2.594197597363518,2.594197597363518,0.8255036630036628
test_1B,ilr_ridge,uspto_backgrounds,2.4832898514074073,2.4779709393660356,2.4779709393660356,0.9497252747252747
test_1B,alr_pls,arxiv,2.3275942002572743,2.2950105902350573,2.2950105902350573,0.7590201465201465
test_1B,alr_pls,freelaw,3.6410929977773,3.6272468723537274,3.6272468723537274,0.6413919413919413
test_1B,alr_pls,pubmed_central,2.997321654720046,2.9835410558551003,2.9835410558551003,0.5220238095238094
test_1B,alr_pls,wikipedia_en,3.321277058941191,3.3154391233223333,3.3154391233223333,0.26167582417582413
test_1B,alr_pls,dm_mathematics,2.8760942032890826,2.4462894154777812,2.417246115631473,0.9330128205128203
test_1B,alr_pls,github,4.0927759895476505,4.071432734382981,4.071432734382981,0.7277014652014652
test_1B,alr_pls,stackexchange,3.059972513045825,3.0480554389825616,3.0480554389825616,0.756135531135531
test_1B,alr_pls,gutenberg_pg_19,2.638879025467485,2.630637450735703,2.630637450735703,0.4931776556776556
test_1B,alr_pls,pile_cc,2.6089863822620196,2.6065933129909316,2.6065933129909316,0.7184523809523808
test_1B,alr_pls,ubuntu_irc,4.464660252864984,4.396057338228534,4.396057338228534,0.8364468864468864
test_1B,alr_pls,hackernews,2.245545751368432,2.236466608417981,2.236466608417981,0.2799450549450549
test_1B,alr_pls,pubmed_abstracts,2.9450959161695307,2.9403854084687646,2.9403854084687646,0.6416208791208791
test_1B,alr_pls,uspto_backgrounds,3.0012135977542926,2.998043008302317,2.998043008302317,0.6913003663003662
test_1B,clr_spline,arxiv,2.1824403930611114,2.1607050481769177,2.1607050481769177,0.7899725274725273
test_1B,clr_spline,freelaw,2.67482450607024,2.665303673017617,2.665303673017617,0.9379578754578753
test_1B,clr_spline,pubmed_central,2.4584652769266504,2.453277303185433,2.453277303185433,0.8042124542124541
test_1B,clr_spline,wikipedia_en,2.8888732806385184,2.8838863470013854,2.8838863470013854,0.9669871794871795
